id,num_casualties,num_fatal,num_serious,num_slight,aadt_total,casualties_per_aadt
osgb4000000030139507,,,,,,
osgb4000000030411496,,,,,,
osgb4000000030713361,,,,,,
osgb5000005153546203,,,,,,
osgb4000000030099580,,,,,,
osgb4000000030340317,,,,,,
osgb5000005151494047,,,,,,
osgb4000000030340566,,,,,,
osgb4000000030340741,,,,,,
osgb4000000030145818,,,,,,
osgb4000000030146036,,,,,,
osgb4000000030236196,,,,,,
osgb5000005156290549,,,,,,
osgb4000000030340964,,,,,,
osgb4000000030417235,,,,,,
osgb5000005125956253,,,,,,
osgb4000000030236444,,,,,,
osgb4000000030236582,,,,,,
osgb5000005105901549,,,,,,
osgb4000000030099711,,,,,,
osgb5000005153362505,,,,,,
osgb4000000030099712,,,,,,
osgb4000000031145154,,,,,,
osgb4000000030417435,,,,,,
osgb4000000030341748,,,,,,
osgb5000005135631642,,,,,,
osgb4000000030146659,,,,,,
osgb4000000030236865,,,,,,
osgb4000000030237353,,,,,,
osgb4000000030237508,,,,,,
osgb4000000030342863,,,,,,
osgb4000000030147078,,,,,,
osgb4000000030342922,,,,,,
osgb4000000030342858,,,,,,
osgb5000005152045902,,,,,,
osgb4000000030147162,,,,,,
osgb4000000030343386,,,,,,
osgb4000000030418871,,,,,,
osgb4000000030239094,,,,,,
osgb5000005284029662,,,,,,
osgb4000000030239176,,,,,,
osgb4000000030345180,,,,,,
osgb4000000030459722,,,,,,
osgb4000000030240299,,,,,,
osgb4000000030345718,,,,,,
osgb4000000030099918,,,,,,
osgb4000000030419966,,,,,,
osgb5000005127562396,,,,,,
osgb5000005127562387,,,,,,
osgb4000000030346565,,,,,,
osgb5000005127613756,,,,,,
osgb5000005121792733,,,,,,
osgb4000000030346744,,,,,,
osgb4000000030717367,,,,,,
osgb5000005163967599,,,,,,
osgb5000005163967607,,,,,,
osgb4000000031090507,,,,,,
osgb4000000030460565,,,,,,
osgb4000000030420452,,,,,,
osgb4000000030421568,,,,,,
osgb4000000030153212,,,,,,
osgb5000005139414793,,,,,,
osgb4000000031209315,,,,,,
osgb4000000030251072,,,,,,
osgb5000005160065201,,,,,,
osgb4000000030355848,,,,,,
osgb4000000030251167,,,,,,
osgb4000000030991141,,,,,,
osgb4000000030603335,,,,,,
osgb5000005139510427,,,,,,
osgb4000000030153705,,,,,,
osgb4000000030153721,,,,,,
osgb4000000030147967,,,,,,
osgb5000005157276809,,,,,,
osgb4000000030252017,,,,,,
osgb4000000030252075,,,,,,
osgb5000005151535568,,,,,,
osgb5000005104171426,,,,,,
osgb4000000030357313,,,,,,
osgb4000000030661669,,,,,,
osgb4000000030252725,,,,,,
osgb4000000030154282,,,,,,
osgb4000000031135319,,,,,,
osgb5000005243183502,,,,,,
osgb4000000031049103,,,,,,
osgb4000000030253231,,,,,,
osgb4000000030358463,,,,,,
osgb4000000030358677,,,,,,
osgb4000000030359648,,,,,,
osgb4000000030715422,,,,,,
osgb4000000030867233,,,,,,
osgb4000000030155640,,,,,,
osgb4000000030255603,,,,,,
osgb4000000030102405,,,,,,
osgb4000000030155950,,,,,,
osgb4000000030427818,,,,,,
osgb4000000030155995,,,,,,
osgb5000005127484199,,,,,,
osgb4000000030256209,,,,,,
osgb4000000030256238,,,,,,
osgb4000000030361489,,,,,,
osgb4000000030405445,,,,,,
osgb4000000030133266,,,,,,
osgb4000000030320231,,,,,,
osgb4000000030212634,,,,,,
osgb4000000030320165,,,,,,
osgb5000005153192444,,,,,,
osgb4000000030213087,,,,,,
osgb4000000030320729,,,,,,
osgb4000000030320719,,,,,,
osgb4000000030213274,,,,,,
osgb4000000030320776,,,,,,
osgb4000000030213703,,,,,,
osgb4000000030213775,,,,,,
osgb5000005151344236,,,,,,
osgb4000000030452762,,,,,,
osgb4000000030134033,,,,,,
osgb4000000031110399,,,,,,
osgb4000000030134120,,,,,,
osgb4000000030452824,,,,,,
osgb4000000030213908,,,,,,
osgb4000000030321648,,,,,,
osgb4000000030214326,,,,,,
osgb4000000030134218,,,,,,
osgb4000000030134241,,,,,,
osgb4000000030814959,,,,,,
osgb5000005292255534,,,,,,
osgb4000000031088542,,,,,,
osgb4000000030214611,,,,,,
osgb4000000030214716,,,,,,
osgb4000000030134461,,,,,,
osgb4000000030134502,,,,,,
osgb4000000030322244,,,,,,
osgb4000000030214986,,,,,,
osgb4000000030134559,,,,,,
osgb4000000030215096,,,,,,
osgb4000000030134567,,,,,,
osgb4000000030322459,,,,,,
osgb4000000030215259,,,,,,
osgb4000000030714387,,,,,,
osgb4000000030927205,,,,,,
osgb5000005138044494,,,,,,
osgb4000000030215607,,,,,,
osgb4000000031149918,,,,,,
osgb5000005186959288,,,,,,
osgb4000000030406973,,,,,,
osgb4000000030135106,,,,,,
osgb4000000030407079,,,,,,
osgb4000000030216034,,,,,,
osgb4000000030135162,,,,,,
osgb5000005130528920,,,,,,
osgb4000000030216171,,,,,,
osgb4000000030323581,,,,,,
osgb4000000030135338,,,,,,
osgb4000000030135292,,,,,,
osgb4000000030323771,,,,,,
osgb4000000031245561,,,,,,
osgb4000000030216066,,,,,,
osgb4000000030407571,,,,,,
osgb4000000030328762,,,,,,
osgb4000000030328763,,,,,,
osgb4000000030714540,,,,,,
osgb5000005151339031,,,,,,
osgb4000000030328771,,,,,,
osgb4000000030328937,,,,,,
osgb5000005132938710,,,,,,
osgb4000000030138495,,,,,,
osgb4000000030986144,,,,,,
osgb4000000030410735,,,,,,
osgb4000000030222804,,,,,,
osgb4000000030222841,,,,,,
osgb4000000030222948,,,,,,
osgb5000005257127502,,,,,,
osgb4000000030329628,,,,,,
osgb4000000030138898,,,,,,
osgb4000000030138952,,,,,,
osgb4000000030329745,,,,,,
osgb4000000030223337,,,,,,
osgb4000000030411069,,,,,,
osgb4000000030329981,,,,,,
osgb5000005152937590,,,,,,
osgb4000000030223424,,,,,,
osgb4000000030223610,,,,,,
osgb4000000030223616,,,,,,
osgb4000000030330045,,,,,,
osgb4000000030330050,,,,,,
osgb4000000030223703,,,,,,
osgb4000000030330130,,,,,,
osgb4000000030223691,,,,,,
osgb5000005212866202,,,,,,
osgb4000000030330239,,,,,,
osgb4000000030223865,,,,,,
osgb4000000030139287,,,,,,
osgb4000000030223948,,,,,,
osgb4000000030224035,,,,,,
osgb4000000030139949,,,,,,
osgb4000000030145633,,,,,,
osgb4000000030235219,,,,,,
osgb4000000030340060,,,,,,
osgb4000000030235519,,,,,,
osgb4000000030235586,,,,,,
osgb4000000030145892,,,,,,
osgb4000000030814964,,,,,,
osgb5000005151494054,,,,,,
osgb4000000030235728,,,,,,
osgb4000000030235777,,,,,,
osgb4000000030417016,,,,,,
osgb4000000031203629,,,,,,
osgb4000000030146043,,,,,,
osgb4000000031203599,,,,,,
osgb4000000031286470,,,,,,
osgb4000000030779909,,,,,,
osgb5000005125956205,,,,,,
osgb4000000030341064,,,,,,
osgb4000000030236358,,,,,,
osgb5000005126084058,,,,,,
osgb5000005135364688,,,,,,
osgb5000005167457832,,,,,,
osgb4000000030713388,,,,,,
osgb4000000030341533,,,,,,
osgb5000005128491544,,,,,,
osgb5000005152949513,,,,,,
osgb4000000030146662,,,,,,
osgb5000005103795640,,,,,,
osgb4000000030237282,,,,,,
osgb4000000030974182,,,,,,
osgb5000005270117947,,,,,,
osgb4000000030146924,,,,,,
osgb4000000030342753,,,,,,
osgb5000005156290553,,,,,,
osgb4000000031141763,,,,,,
osgb4000000030238065,,,,,,
osgb4000000030238121,,,,,,
osgb4000000030238135,,,,,,
osgb4000000030147135,,,,,,
osgb4000000030238314,,,,,,
osgb5000005103850287,,,,,,
osgb4000000030983808,,,,,,
osgb4000000030343180,,,,,,
osgb4000000030238477,,,,,,
osgb4000000030239095,,,,,,
osgb4000000030419017,,,,,,
osgb4000000030344358,,,,,,
osgb4000000030344545,,,,,,
osgb4000000030239414,,,,,,
osgb5000005159547679,,,,,,
osgb5000005242587480,,,,,,
osgb4000000030147545,,,,,,
osgb5000005127114622,,,,,,
osgb4000000030345268,,,,,,
osgb4000000030459669,,,,,,
osgb4000000030147713,,,,,,
osgb5000005127707897,,,,,,
osgb5000005126397932,,,,,,
osgb4000000030240701,,,,,,
osgb5000005131291816,,,,,,
osgb4000000030346496,,,,,,
osgb4000000030241229,,,,,,
osgb4000000030709423,,,,,,
osgb4000000030475653,,,,,,
osgb4000000030148123,,,,,,
osgb4000000031061101,,,,,,
osgb4000000030241511,,,,,,
osgb4000000030346999,,,,,,
osgb4000000031145173,,,,,,
osgb4000000030420632,,,,,,
osgb5000005152966566,,,,,,
osgb4000000030475701,,,,,,
osgb4000000030149335,,,,,,
osgb4000000030460482,,,,,,
osgb4000000030475835,,,,,,
osgb4000000031229667,,,,,,
osgb4000000030349088,,,,,,
osgb4000000030149638,,,,,,
osgb4000000031245692,,,,,,
osgb4000000030153047,,,,,,
osgb4000000030250293,,,,,,
osgb4000000030355114,,,,,,
osgb4000000030250481,,,,,,
osgb4000000030425305,,,,,,
osgb4000000030153171,,,,,,
osgb4000000030355394,,,,,,
osgb4000000030425458,,,,,,
osgb4000000030250852,,,,,,
osgb4000000030860832,,,,,,
osgb4000000030251069,,,,,,
osgb4000000030715346,,,,,,
osgb4000000030153409,,,,,,
osgb4000000030355835,,,,,,
osgb4000000030251263,,,,,,
osgb5000005133288127,,,,,,
osgb4000000030153695,,,,,,
osgb5000005256660635,,,,,,
osgb4000000030251820,,,,,,
osgb4000000030153827,,,,,,
osgb4000000030251903,,,,,,
osgb4000000030356735,,,,,,
osgb4000000030426144,,,,,,
osgb4000000030252239,,,,,,
osgb4000000030252257,,,,,,
osgb4000000030356937,,,,,,
osgb4000000030154045,,,,,,
osgb4000000030252390,,,,,,
osgb4000000030426296,,,,,,
osgb4000000030357081,,,,,,
osgb4000000030357296,,,,,,
osgb4000000030154248,,,,,,
osgb5000005152572476,,,,,,
osgb4000000030154274,,,,,,
osgb4000000030252826,,,,,,
osgb4000000030357440,,,,,,
osgb5000005253313352,,,,,,
osgb4000000030252924,,,,,,
osgb4000000030463201,,,,,,
osgb5000005243183535,,,,,,
osgb4000000030252857,,,,,,
osgb5000005209147233,,,,,,
osgb4000000030253020,,,,,,
osgb4000000030154424,,,,,,
osgb4000000030357583,,,,,,
osgb4000000030254121,,,,,,
osgb4000000030358747,,,,,,
osgb4000000030254469,,,,,,
osgb4000000030155170,,,,,,
osgb4000000030155181,,,,,,
osgb4000000030255285,,,,,,
osgb4000000030155575,,,,,,
osgb4000000030155601,,,,,,
osgb4000000030359661,,,,,,
osgb5000005127942464,,,,,,
osgb4000000030359750,,,,,,
osgb4000000030479879,,,,,,
osgb4000000030360170,,,,,,
osgb4000000030427931,,,,,,
osgb4000000030256296,,,,,,
osgb5000005210726222,,,,,,
osgb4000000030320350,,,,,,
osgb4000000030405606,,,,,,
osgb4000000030320604,,,,,,
osgb4000000030213298,,,,,,
osgb4000000030321064,,,,,,
osgb4000000031014189,,,,,,
osgb4000000030213836,,,,,,
osgb4000000030213847,,,,,,
osgb4000000030321354,,,,,,
osgb4000000030214106,,,,,,
osgb4000000030452808,,,,,,
osgb4000000030321921,,,,,,
osgb4000000030214631,,,,,,
osgb4000000030322608,,,,,,
osgb4000000030215557,,,,,,
osgb4000000030215633,,,,,,
osgb4000000030322900,,,,,,
osgb4000000030718764,,,,,,
osgb5000005137436265,,,,,,
osgb4000000030215831,,,,,,
osgb4000000030662662,,,,,,
osgb4000000030215908,,,,,,
osgb4000000030216089,,,,,,
osgb4000000030407248,,,,,,
osgb4000000030407302,,,,,,
osgb4000000030323754,,,,,,
osgb4000000030407377,,,,,,
osgb4000000030216580,,,,,,
osgb4000000030323387,,,,,,
osgb4000000031063709,,,,,,
osgb5000005129460133,,,,,,
osgb4000000030222594,,,,,,
osgb4000000030410661,,,,,,
osgb4000000030986182,,,,,,
osgb4000000030784526,,,,,,
osgb4000000030329454,,,,,,
osgb4000000030223659,,,,,,
osgb4000000030991168,,,,,,
osgb4000000030223934,,,,,,
osgb4000000030411298,,,,,,
osgb4000000030331423,,,,,,
osgb4000000030455934,,,,,,
osgb4000000030416612,,,,,,
osgb4000000030235643,,,,,,
osgb4000000030340456,,,,,,
osgb5000005151494121,,,,,,
osgb4000000030416998,,,,,,
osgb4000000031089217,,,,,,
osgb5000005163808876,,,,,,
osgb4000000030236999,,,,,,
osgb5000005132685792,,,,,,
osgb4000000030479497,,,,,,
osgb4000000030237163,,,,,,
osgb4000000030237170,,,,,,
osgb4000000030238021,,,,,,
osgb4000000030458916,,,,,,
osgb4000000030342918,,,,,,
osgb4000000030952474,,,,,,
osgb4000000030418832,,,,,,
osgb4000000030419317,,,,,,
osgb4000000030459535,,,,,,
osgb4000000030239687,,,,,,
osgb4000000030239821,,,,,,
osgb5000005135649624,,,,,,
osgb4000000030239993,,,,,,
osgb4000000030240376,,,,,,
osgb5000005127707948,,,,,,
osgb4000000030419885,,,,,,
osgb4000000030459788,,,,,,
osgb4000000030345967,,,,,,
osgb4000000030459835,,,,,,
osgb4000000030240713,,,,,,
osgb4000000030240779,,,,,,
osgb4000000030719341,,,,,,
osgb4000000030346613,,,,,,
osgb5000005134818894,,,,,,
osgb4000000030346694,,,,,,
osgb4000000030241762,,,,,,
osgb4000000030242187,,,,,,
osgb4000000031090576,,,,,,
osgb5000005122791366,,,,,,
osgb5000005119093775,,,,,,
osgb4000000030421531,,,,,,
osgb4000000030349028,,,,,,
osgb5000005257096026,,,,,,
osgb4000000030421675,,,,,,
osgb4000000030460630,,,,,,
osgb4000000030816616,,,,,,
osgb4000000030244072,,,,,,
osgb4000000030250292,,,,,,
osgb4000000030476365,,,,,,
osgb4000000030355311,,,,,,
osgb4000000030355310,,,,,,
osgb5000005136981569,,,,,,
osgb4000000030462649,,,,,,
osgb4000000030250758,,,,,,
osgb4000000030250864,,,,,,
osgb4000000030250949,,,,,,
osgb4000000030251003,,,,,,
osgb4000000030251089,,,,,,
osgb4000000030425727,,,,,,
osgb4000000030991015,,,,,,
osgb4000000030251340,,,,,,
osgb4000000030251371,,,,,,
osgb4000000030251538,,,,,,
osgb4000000030356535,,,,,,
osgb4000000030426000,,,,,,
osgb4000000030252008,,,,,,
osgb4000000030252205,,,,,,
osgb4000000030252243,,,,,,
osgb5000005133701792,,,,,,
osgb4000000030252265,,,,,,
osgb5000005113191918,,,,,,
osgb4000000030463126,,,,,,
osgb4000000030358448,,,,,,
osgb4000000030254391,,,,,,
osgb4000000030359559,,,,,,
osgb4000000030427595,,,,,,
osgb4000000031033098,,,,,,
osgb4000000030255464,,,,,,
osgb5000005283727298,,,,,,
osgb4000000030256089,,,,,,
osgb4000000030256228,,,,,,
osgb4000000030452489,,,,,,
osgb4000000030452535,,,,,,
osgb4000000030406077,,,,,,
osgb4000000031015790,,,,,,
osgb4000000030322643,,,,,,
osgb4000000030324391,,,,,,
osgb4000000030329851,,,,,,
osgb4000000030416992,,,,,,
osgb4000000030475141,,,,,,
osgb4000000030342011,,,,,,
osgb4000000031286468,,,,,,
osgb4000000030342963,,,,,,
osgb4000000030343374,,,,,,
osgb4000000030344143,,,,,,
osgb4000000030344758,,,,,,
osgb4000000030459721,,,,,,
osgb4000000030346169,,,,,,
osgb4000000030147887,,,,,,
osgb4000000030346241,,,,,,
osgb4000000030348540,,,,,,
osgb4000000030867290,,,,,,
osgb4000000030355681,,,,,,
osgb4000000030355751,,,,,,
osgb4000000030356042,,,,,,
osgb4000000030356395,,,,,,
osgb4000000030356500,,,,,,
osgb4000000030426013,,,,,,
osgb4000000030426196,,,,,,
osgb4000000030358705,,,,,,
osgb4000000031054890,,,,,,
osgb4000000030359796,,,,,,
osgb4000000030360243,,,,,,
osgb4000000031135439,,,,,,
osgb4000000030407344,,,,,,
osgb4000000030986187,,,,,,
osgb4000000030455345,,,,,,
osgb4000000030411070,,,,,,
osgb4000000030420066,,,,,,
osgb4000000030420752,,,,,,
osgb5000005156465652,,,,,,
osgb4000000030427894,,,,,,
osgb4000000030240921,,,,,,
osgb4000000030241644,,,,,,
osgb4000000030330089,,,,,,
osgb4000000030324322,,,,,,
osgb4000000030237797,,,,,,
osgb4000000030714560,,,,,,
osgb4000000031015148,,,,,,
osgb4000000030779854,,,,,,
osgb4000000030340856,,,,,,
osgb5000005138546705,,,,,,
osgb4000000030458580,,,,,,
osgb4000000031061163,,,,,,
osgb4000000030346855,,,,,,
osgb5000005101343331,,,,,,
osgb4000000030154367,,,,,,
osgb5000005136981538,,,,,,
osgb4000000031229675,,,,,,
osgb4000000030146160,,,,,,
osgb4000000030411243,,,,,,
osgb5000005187649496,,,,,,
osgb4000000031008453,,,,,,
osgb4000000031021279,,,,,,
osgb4000000031038783,,,,,,
osgb4000000031287699,,,,,,
osgb4000000030147538,,,,,,
osgb4000000031229358,,,,,,
osgb4000000030995713,,,,,,
osgb4000000031202696,,,,,,
osgb5000005103157240,,,,,,
osgb5000005103445229,,,,,,
osgb5000005109353158,,,,,,
osgb5000005169347491,,,,,,
osgb4000000030240662,,,,,,
osgb5000005122815575,,,,,,
osgb4000000030406182,,,,,,
osgb4000000030455053,,,,,,
osgb5000005133701783,,,,,,
osgb5000005228294249,,,,,,
osgb5000005244587207,,,,,,
osgb5000005186799618,,,,,,
osgb4000000030135616,,,,,,
osgb4000000030343577,,,,,,
osgb4000000030240507,,,,,,
osgb4000000031151924,,,,,,
osgb4000000030944451,,,,,,
osgb4000000030416918,,,,,,
osgb4000000030416910,,,,,,
osgb4000000030340375,,,,,,
osgb4000000030340857,,,,,,
osgb4000000030146670,,,,,,
osgb4000000031282184,,,,,,
osgb4000000030343088,,,,,,
osgb4000000030356170,,,,,,
osgb5000005141081973,,,,,,
osgb4000000031284727,,,,,,
osgb4000000030147048,,,,,,
osgb4000000030154090,,,,,,
osgb4000000030223586,,,,,,
osgb5000005253343780,,,,,,
osgb4000000031203653,,,,,,
osgb4000000030331198,,,,,,
osgb4000000031228651,,,,,,
osgb5000005134011744,,,,,,
osgb5000005276939437,,,,,,
osgb5000005152716583,,,,,,
osgb4000000031213922,,,,,,
osgb5000005156547975,,,,,,
osgb5000005111224485,,,,,,
osgb4000000030330162,,,,,,
osgb4000000031163841,,,,,,
osgb5000005134648546,,,,,,
osgb4000000030148254,,,,,,
osgb5000005187001165,,,,,,
osgb4000000030252069,,,,,,
osgb5000005152935555,,,,,,
osgb4000000030096288,,,,,,
osgb4000000030222526,,,,,,
osgb5000005256074950,,,,,,
osgb5000005139331514,,,,,,
osgb4000000031299775,,,,,,
osgb4000000030237041,,,,,,
osgb4000000031284796,,,,,,
osgb4000000030099780,,,,,,
osgb4000000030420063,,,,,,
osgb4000000030346301,,,,,,
osgb4000000030240944,,,,,,
osgb5000005181804878,,,,,,
osgb4000000030251378,,,,,,
osgb5000005284029649,,,,,,
osgb4000000030995684,,,,,,
osgb5000005134153552,,,,,,
osgb5000005136779766,,,,,,
osgb5000005132213768,,,,,,
osgb4000000030222840,,,,,,
osgb5000005101650839,,,,,,
osgb5000005124820011,,,,,,
osgb4000000030407691,,,,,,
osgb4000000030238647,,,,,,
osgb4000000030348611,,,,,,
osgb5000005137451147,,,,,,
osgb5000005140788006,,,,,,
osgb5000005140087836,,,,,,
osgb5000005231998568,,,,,,
osgb5000005261478092,,,,,,
osgb5000005137142619,,,,,,
osgb5000005289345205,,,,,,
osgb5000005139414789,,,,,,
osgb5000005156390424,,,,,,
osgb5000005283637417,,,,,,
osgb4000000030147836,,,,,,
osgb5000005137412712,,,,,,
osgb4000000031293915,,,,,,
osgb5000005126811290,,,,,,
osgb4000000030594962,,,,,,
osgb4000000031135032,,,,,,
osgb5000005211534725,,,,,,
osgb4000000030425821,,,,,,
osgb4000000030453403,,,,,,
osgb5000005175510917,,,,,,
osgb4000000030331451,,,,,,
osgb5000005158999377,,,,,,
osgb5000005158999436,,,,,,
osgb5000005230509522,,,,,,
osgb5000005262675950,,,,,,
osgb5000005208816505,,,,,,
osgb5000005206507006,,,,,,
osgb5000005125905930,,,,,,
osgb4000000031101883,,,,,,
osgb5000005165740399,,,,,,
osgb5000005152966543,,,,,,
osgb5000005136981531,,,,,,
osgb5000005151765730,,,,,,
osgb5000005151001012,,,,,,
osgb5000005174301753,,,,,,
osgb5000005133932659,,,,,,
osgb5000005126357029,,,,,,
osgb5000005132213720,,,,,,
osgb5000005132213736,,,,,,
osgb5000005110752335,,,,,,
osgb5000005189560940,,,,,,
osgb5000005162261597,,,,,,
osgb5000005125676278,,,,,,
osgb5000005256930601,,,,,,
osgb5000005134232395,,,,,,
osgb5000005275662234,,,,,,
osgb5000005132956791,,,,,,
osgb5000005129680306,,,,,,
osgb5000005142635076,,,,,,
osgb5000005212337864,,,,,,
osgb5000005283024102,,,,,,
osgb5000005126931268,,,,,,
osgb5000005132297203,,,,,,
osgb4000000031280117,,,,,,
osgb4000000030872433,,,,,,
osgb4000000031022396,,,,,,
osgb4000000030714569,,,,,,
osgb4000000030705356,,,,,,
osgb4000000031108466,,,,,,
osgb4000000030405544,,,,,,
osgb4000000030243425,,,,,,
osgb4000000030356054,,,,,,
osgb4000000030320197,,,,,,
osgb4000000030235291,,,,,,
osgb4000000031013848,,,,,,
osgb4000000031125390,,,,,,
osgb4000000031125391,,,,,,
osgb5000005126505016,,,,,,
osgb4000000031022522,,,,,,
osgb4000000031006809,,,,,,
osgb4000000030664035,,,,,,
osgb4000000031104520,,,,,,
osgb5000005156181906,,,,,,
osgb4000000030663386,,,,,,
osgb4000000030721601,,,,,,
osgb4000000031154180,,,,,,
osgb4000000031283069,,,,,,
osgb5000005162640162,,,,,,
osgb4000000030704588,,,,,,
osgb5000005137451234,,,,,,
osgb5000005141098909,,,,,,
osgb5000005152966549,,,,,,
osgb5000005153546197,,,,,,
osgb5000005153571370,,,,,,
osgb5000005100294486,,,,,,
osgb4000000030816569,,,,,,
osgb4000000031063569,,,,,,
osgb4000000031090199,,,,,,
osgb5000005154378244,,,,,,
osgb5000005135649598,,,,,,
osgb5000005143848254,,,,,,
osgb5000005133829117,,,,,,
osgb5000005143391791,,,,,,
osgb5000005126992536,,,,,,
osgb5000005127484208,,,,,,
osgb5000005102046180,,,,,,
osgb5000005129676344,,,,,,
osgb5000005132307031,,,,,,
osgb5000005140963274,,,,,,
osgb5000005129447678,,,,,,
osgb5000005142995027,,,,,,
osgb4000000031055874,,,,,,
osgb4000000030216856,,,,,,
osgb4000000031269765,,,,,,
osgb5000005130869411,,,,,,
osgb5000005139866637,,,,,,
osgb4000000030990731,,,,,,
osgb5000005152466985,,,,,,
osgb5000005126992581,,,,,,
osgb4000000030602977,,,,,,
osgb5000005127707916,,,,,,
osgb4000000031166993,,,,,,
osgb5000005101573637,,,,,,
osgb5000005137412698,,,,,,
osgb5000005141098883,,,,,,
osgb5000005154726493,,,,,,
osgb5000005101573642,,,,,,
osgb4000000030475156,,,,,,
osgb4000000031135141,,,,,,
osgb4000000030706099,,,,,,
osgb4000000030710577,,,,,,
osgb5000005101728200,,,,,,
osgb4000000031077302,,,,,,
osgb4000000031167036,,,,,,
osgb5000005151644484,,,,,,
osgb4000000030243889,,,,,,
osgb5000005135344615,,,,,,
osgb5000005137412743,,,,,,
osgb4000000031135085,,,,,,
osgb4000000031139251,,,,,,
osgb5000005152153962,,,,,,
osgb4000000030848334,,,,,,
osgb4000000030134944,,,,,,
osgb4000000031110237,,,,,,
osgb4000000031110239,,,,,,
osgb4000000030706683,,,,,,
osgb4000000030710932,,,,,,
osgb4000000030708311,,,,,,
osgb5000005140963318,,,,,,
osgb5000005128491562,,,,,,
osgb4000000031063647,,,,,,
osgb4000000031141748,,,,,,
osgb5000005151139944,,,,,,
osgb5000005152925886,,,,,,
osgb5000005156420911,,,,,,
osgb5000005158744707,,,,,,
osgb5000005130561592,,,,,,
osgb5000005135969265,,,,,,
osgb5000005212357995,,,,,,
osgb5000005208718031,,,,,,
osgb5000005208718086,,,,,,
osgb5000005209198649,,,,,,
osgb4000000031008297,,,,,,
osgb5000005152437446,,,,,,
osgb5000005160065213,,,,,,
osgb5000005152006328,,,,,,
osgb5000005175608905,,,,,,
osgb5000005186768084,,,,,,
osgb5000005137451202,,,,,,
osgb5000005228602781,,,,,,
osgb4000000030222939,,,,,,
osgb4000000030710636,,,,,,
osgb4000000031222886,,,,,,
osgb5000005256799746,,,,,,
osgb5000005256898488,,,,,,
osgb5000005256038991,,,,,,
osgb5000005256463626,,,,,,
osgb5000005257032137,,,,,,
osgb4000000031171085,,,,,,
osgb5000005270945867,,,,,,
osgb5000005261382085,,,,,,
osgb5000005261642032,,,,,,
osgb5000005127562395,,,,,,
osgb5000005135649646,,,,,,
osgb4000000030082777,,,,,,
osgb4000000031265570,,,,,,
osgb5000005259974599,,,,,,
osgb4000000031298276,,,,,,
osgb5000005256829400,,,,,,
osgb5000005126876782,,,,,,
osgb5000005265819116,,,,,,
osgb5000005128614232,,,,,,
osgb4000000031023771,,,,,,
osgb5000005101757736,,,,,,
osgb4000000030320918,,,,,,
osgb4000000031021662,,,,,,
osgb4000000031063477,,,,,,
osgb5000005209198129,,,,,,
osgb5000005257169534,,,,,,
osgb5000005152154000,,,,,,
osgb5000005281257426,,,,,,
osgb5000005281644517,,,,,,
osgb4000000031077225,,,,,,
osgb5000005284734923,,,,,,
osgb5000005284735701,,,,,,
osgb5000005284736331,,,,,,
osgb5000005284736371,,,,,,
osgb5000005128063291,,,,,,
osgb5000005156390425,,,,,,
osgb5000005284736350,,,,,,
osgb5000005285209416,,,,,,
osgb5000005259895942,,,,,,
osgb4000000030237850,,,,,,
osgb4000000030135626,,,,,,
osgb5000005120742680,,,,,,
osgb4000000030710648,,,,,,
osgb5000005215607473,,,,,,
osgb4000000030710550,,,,,,
osgb4000000030252552,,,,,,
osgb5000005151996144,,,,,,
osgb5000005256799709,,,,,,
osgb5000005152154026,,,,,,
osgb5000005263931890,,,,,,
osgb5000005229027336,,,,,,
osgb4000000030603109,,,,,,
osgb5000005137163048,,,,,,
osgb5000005128031498,,,,,,
osgb5000005152472669,,,,,,
osgb4000000030147156,,,,,,
osgb4000000030343134,,,,,,
osgb5000005152472668,,,,,,
osgb5000005152019853,,,,,,
osgb4000000031162121,,,,,,
osgb5000005153546210,,,,,,
osgb5000005259746156,,,,,,
osgb5000005212636367,,,,,,
osgb5000005212636260,,,,,,
osgb4000000030704045,,,,,,
osgb4000000031116602,,,,,,
osgb5000005209973892,,,,,,
osgb4000000030148079,,,,,,
osgb5000005133701799,,,,,,
osgb5000005129680333,,,,,,
osgb5000005179061744,,,,,,
osgb4000000030356553,,,,,,
osgb4000000031081649,,,,,,
osgb5000005137163084,,,,,,
osgb4000000031245777,,,,,,
osgb4000000031116297,,,,,,
osgb4000000030710975,,,,,,
osgb4000000031159145,,,,,,
osgb4000000031291210,,,,,,
osgb4000000031245535,,,,,,
osgb5000005272363227,,,,,,
osgb5000005100984337,,,,,,
osgb4000000031075495,,,,,,
osgb4000000030707094,,,,,,
osgb5000005218812162,,,,,,
osgb4000000031005885,,,,,,
osgb4000000031050183,,,,,,
osgb4000000030814772,,,,,,
osgb5000005102138515,,,,,,
osgb4000000030407634,,,,,,
osgb4000000031186782,,,,,,
osgb4000000030417845,,,,,,
osgb4000000030343544,,,,,,
osgb4000000030417850,,,,,,
osgb4000000031063606,,,,,,
osgb4000000031074841,,,,,,
osgb5000005225831362,,,,,,
osgb5000005253152514,,,,,,
osgb5000005255746703,,,,,,
osgb4000000030235271,,,,,,
osgb5000005126811262,,,,,,
osgb5000005286997665,,,,,,
osgb4000000030356090,,,,,,
osgb4000000030473400,,,,,,
osgb4000000030320930,,,,,,
osgb4000000030214500,,,,,,
osgb4000000030135214,,,,,,
osgb4000000030324061,,,,,,
osgb4000000030474161,,,,,,
osgb4000000031063680,,,,,,
